Category,Account Number,Account Name,Description
63Kostnad lokaler,6320,"Renovasjon, vann, avløp mv.","6320 - Renovasjon, vann, avløp mv.Faktura for kommunale avgifter anbefaler vi at du fører mot denne kontoen, som avfallshåndtering etc. Ved leie av lokaler er dette ofte inkludert i husleie. Det trenger ikke skilles ut på egen konto.EksemplerVann, avløp, renovasjon."
63Kostnad lokaler,6340,Lys varme,6340 - Lys varmeHer føres faktura for elektrisitet/strøm for firmaets lokaler. Strøm brukt i produksjon føres på6200.EksemplerRegning fra f.eks. Fjordkraft på strøm brukt til lys og oppvarming.
63Kostnad lokaler,6360,Renhold,"6360 - RenholdKostnader ved rengjøring av lokaler. Når du kjøper inn rengjøringsmidler eller får faktura fra et eksternt rengjøringsbyrå kan du føre dette mot denne kontoen.Eksempler:Vask, rengjøring, vaskehjelp, vaskemiddel, vaskemidler, vaskekost, mopp, zalo, jif, gulvmatter, desinfeksjon, antibak, dispenser, desinfeksjonssprit, desinfeksjonsspray, desinfeksjonsservietter"
63Kostnad lokaler,6390,Annen kostnad lokaler,"6390 - Annen kostnad lokalerAndre kostnader som man kjøper sjelden og ikke passer inn i de andre kontoene. Dette kan være ting som pynt men også mer nødvendig utstyr.EksemplerBlomster, smittevernutstyr, bilder og dekor, lyspærer, fasadeskilt, sikringer, alarmanlegg, røykvarsler, brannvernutstyr, snørydding, låser."
"64Leie maskiner, inventar, o.l.",6400,Leie maskiner,6400 - Leie maskinerLeie og leasing av maskiner.
"64Leie maskiner, inventar, o.l.",6410,Leie inventar,"6410 - Leie inventarOfte er det mest hensiktsmessig å leie det inventaret du ønsker å ha i bedriften din. Det kan være fordi du ønsker å skifte det ut med jevne mellomrom eller at å kjøpe helt nytt selv er for kostbart.Eksempler: Butikkinventar, hyller, reoler, traller, kontormøbler, bord, stoler, pulter e.l. Utstyr og innredning i butikk, utstyr til treningsrom, utstyr til musikkstudio, overvåkningsutstyr, inventar og møbler i lokaler som leies ut, massasjestol, hvitevarer til spiserom, musikkinstrumenter, fotoutstyr, annet teknisk utstyr."
"64Leie maskiner, inventar, o.l.",6420,Leie datasystemer,"6420 - Leie datasystemerHer føres leie av datasystemer (lisens) som blant annet ditt abonnement på regnskapsprogram. Gjelder også leie av fysisk utstyr som datamaskiner og servere.EksemplerDomene, nettside, webhotell/web-hosting, dataserver, programvare, software-lisenser, regnskapsprogram, serverleie, leie av fysiske datamaskiner og datautstyr."
"64Leie maskiner, inventar, o.l.",6430,Leie andre kontormaskiner,"6430 - Leie andre kontormaskinerLeie av andre kontormaskiner som for eksempel audiovisuelt utstyr (AV-utstyr), kaffe- og vannmaskiner og printer/kopimaskin eller annet datautstyr."
"64Leie maskiner, inventar, o.l.",6440,Leie transportmidler,"6440 - Leie transportmidlerDet er vanlig å leie eller benytte leasing av transportmidler du trenger til bedriften din. Fakturaen du mottar for leasing av personbil, varebil etc. kan føres her. Du kan også føre årsavgift på leasing av bil her.EksemplerBilutleie fra eksempelvis Hertz eller Avis, leasingavtale, varebil, leiebil, lastebil, tilhenger etc."
"64Leie maskiner, inventar, o.l.",6490,Annen leiekostnad,"6490 - Annen leiekostnadHer føres andre leiekostnader som ikke passer inn i noen av de andre 64xx-kontoene.Eksempler:Leie, leasing, annen leiekostnad, parkering, parkeringsavgift, parkeringsplass, pb, postboks, teltutleie, partytelt, stillas, stillasleie."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6500,Motordrevet verktøy,"6500 - Motordrevet verktøyHer føres kjøp av motordrevet verktøy som ikke skal balanseføres. Kjøp av motordrevet verktøy som skal balanseføres føres på konto1270.Å balanseføre vil si å aktivere eiendelen/føre den inn i balansen. Dette gjelder for nytt eller brukt, kostpris mer enn kr 30.000 og levetid på over 3 år (anleggsmidler).Hvis bedriften ikke har behov for å spesifisere forskjellige typer verktøy på forskjellige kontoer (6500,6510,6520,6530), så kan dette samles på en konto.PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024.Eksempler:Drill, slipemaskin, batteri, sirkelsag, spikerpistol, dykkertpistol, kompressor, gjærsag, dykksag, bordsag, flisekutter, flisesag, motorsag, kantklipper, løvblåser, sveiseapparat."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6510,Håndverktøy,"6510 - HåndverktøyHer føres kjøp av håndverktøy som ikke skal balanseføres. Kjøp av håndverktøy som skal balanseføres føres på konto 1270.Å balanseføre vil si å aktivere eiendelen/føre den inn i balansen. Dette gjelder for nytt eller brukt, kostpris mer enn kr 30.000 og levetid på over 3 år (anleggsmidler).Hvis bedriften ikke har behov for å spesifisere forskjellige typer verktøy på forskjellige kontoer (6500, 6510,6520,6530), så kan dette samles på en konto.PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024.Eksempler:Hammer, skrutrekker, batteri, sag, baufil, tang, borr, kompressor, gjærsag, vinkel, fil, linjal, tommestokk, målebånd, vater, høvel, kniv, skiftenøkkel, skrujern, skrutrekker, spade."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6520,Hjelpeverktøy,"6520 - HjelpeverktøyHer føres kjøp av hjelpeverktøy som ikke skal balanseføres. Kjøp av hjelpeverktøy som skal balanseføres føres på konto1270.Å balanseføre vil si å aktivere eiendelen/føre den inn i balansen. Dette gjelder for nytt eller brukt, kostpris mer enn kr 30.000 og levetid på over 3 år (anleggsmidler).Hvis bedriften ikke har behov for å spesifisere forskjellige typer verktøy på forskjellige kontoer (6500,6510, 6520,6530), så kan dette samles på en konto.PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024.Eksempler:Batteri, varmepistol, arbeidslykt."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6530,Spesialverktøy,"6530 - SpesialverktøyHer føres kjøp av spesialverktøy som ikke skal balanseføres. Kjøp av spesialverktøy som skal balanseføres føres på konto1270.Å balanseføre vil si å aktivere eiendelen/føre den inn i balansen. Dette gjelder for nytt eller brukt, kostpris mer enn kr 30.000 og levetid på over 3 år (anleggsmidler).Hvis bedriften ikke har behov for å spesifisere forskjellige typer verktøy på forskjellige kontoer (6500,6510,6520,6530), så kan dette samles på en konto.PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024.Eksempler:Distansemåler, lasermåler, dekktrykksmåler, spikerpistol, reservedeler, sveiseapparat, batteri."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6540,Inventar (Res),"6540 - Inventar (Res)Her føres kjøp av inventar som ikke skal balanseføres. Dette vil si kjøp under 30.000 kr eks. mva.  Inventar som skal balanseføres føres på konto1250.Eksempler: Innredning til kontor, butikk og annet næringslokale.Kontormøbler, utstyr til treningsrom eller musikkstudio, overvåkningsutstyr, inventar og møbler i lokaler som leies ut, traller, pult, kontorstol, skrivebord, massasjestol, hvitevarer til spiserom, musikkinstrumenter, fotoutstyr, annet teknisk utstyr."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6550,Driftsmaterialer,"6550 - DriftsmaterialerHer føres driftsmaterialer som ikke skal balanseføres. Hvis bedriften ikke har behov for å spesifisere kostnader for driftsmaterialer/rekvisita, så kan kostnader som gjelder rekvisita og annet driftsmateriell også føres på denne kontoen.Å balanseføre vil si å aktivere eiendelen/føre den inn i balansen. Dette gjelder for nytt eller brukt, kostpris mer enn kr 30.000 og levetid på over 3 år (anleggsmidler).PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024.Eksempler:Batteri, spiker, kramper, bolter, lim, skruer, muttere, tastatur, nettverk, nettverkskabel, nettverkskabler."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6551,Datautstyr,"6551 - DatautstyrHer bokføres datautstyr når innkjøpsprisen er under kr 30.000 eks. mva. Er kostnaden over kr 30 000 og levetid over 12 måneder, så skal kostnaden bokføres som en eiendel i kontoklasse 1 og avskrives.PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024.Eksempler:PC, printer, bærbar datamaskin, mac, mobiltelefon, tastatur, headset, datamus fra eksempelvis Eplehuset, Elkjøp eller Power. Server, nettverkskabel, batteri."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6552,Programvare anskaffelse,"6552 - Programvare anskaffelseHer kan beløp firmaet betaler èn gang for nedlastbar programvare bokføres. Faste beløp firmaet har for abonnement på programvarer kan bokføres på6420.Eksempler: Software, programvare."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6560,Rekvisita,"6560 - RekvisitaHer føres rekvisita som ikke skal balanseføres. Hvis bedriften ikke har behov for å spesifisere kostnader for driftsmaterialer/rekvisita, så kan kostnader som gjelder rekvisita og annet driftsmateriell føres på konto6550."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6570,Arbeidsklær og verneutstyr,"6570 - Arbeidsklær og verneutstyrHer føres mindre kjøp av verneutstyr og arbeidsklær som ikke skal balanseføres og ikke er oppgavepliktig. Eksempler er arbeidsklær, vernesko, hørselvern, hjelmer osv.Kjøper du inn og krever at den ansatte skal bruke uniform eller spesielle verneklær, er det ikke skatteplikt for den ansatte.Uniformer kjennetegnes med at de lite egnet til privat bruk, gjerne med en logo på. Verneklær brukes gjerne på grunn av stor slitasje, smuss eller sikkerhetsårsaker.Les mer her omnår arbeidsklær er skattepliktig.Eksempler:arbeidsklær, arbeidstøy, utstyr, klær, gassmasker, hørselsværn, hjelmer, uniform, verneklær, forkler, hatt, kokkehatt, uniform, vernesko, hansker, hørselvern, hjelm, vernehansker, vernebukser, vernestøvler, støvler, vernebriller, støvmaske, ørepropper, arbeidssko."
"65Verktøy, inventar og driftsmateriale som ikke skal aktiveres",6590,Annet driftsmateriell,"6590 - Annet driftsmateriellHer føres andre driftsmaterialer som ikke skal balanseføres. Hvis bedriften ikke har behov for å spesifisere kostnader for driftsmaterialer/rekvisita, så kan kostnader som gjelder rekvisita og annet driftsmateriell føres på konto6550."
66Reparasjon og vedlikehold,6600,Reperasjon og vedlikehold bygninger,"6600 - Reperasjon og vedlikehold bygningerHer føres kostnader til reparasjon og vedlikehold av bygg og lokaler. Med reparasjon og vedlikehold menes å sette bygget tilbake til sin opprinnelige tilstand, som for eksempel reparasjon av ødelagte vinduer og dører.Påkostninger inkluderes ikke her, det skal balanseføres på balansekontoen til bygningen.Verdi over kr 30.000 skal balanseføres. Å balanseføre vil si å aktivere eiendelen/føre den inn i balansen. Dette gjelder for nytt eller brukt, kostpris mer enn kr 30.000 og levetid på over 3 år (anleggsmidler).PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024."
66Reparasjon og vedlikehold,6620,Reperasjon og vedlikehold utstyr,"6620 - Reperasjon og vedlikehold utstyrMed reparasjon og vedlikehold menes å sette maskinen tilbake til sin opprinnelige tilstand, som utføring av service og utbytting av defekte deler.Påkostninger inkluderes ikke her, det skal balanseføres på balansekontoen til utstyret."
66Reparasjon og vedlikehold,6690,Reperasjon og vedlikehold annet,6690 - Reperasjon og vedlikehold annetHer føres kostnader til reparasjon og vedlikehold av annet som ikke omfatter konto6600eller6620.
67Fremmed tjeneste,6700,Revisjons og regnskapshonorarer,6700 - Revisjons og regnskapshonorarerFaktura for revisjon og regnskapsføring føres på denne kontoen.
67Fremmed tjeneste,6701,Revisjonshonorar,6701 - RevisjonshonorarPå denne kontoen bokføres kostnader til revisjonshonorar.
67Fremmed tjeneste,6702,Honorarer rådgivning revisjon,6702 - Honorarer rådgivning revisjonHar du samarbeid med en revisor kan du føre fakturaen fra dem på denne kontoen.
67Fremmed tjeneste,6705,Regnskapshonorar,6705 - RegnskapshonorarHar du samarbeid med en regnskapsfører kan du føre fakturaen fra dem på denne kontoen. Ved betaling av programvare (regnskapsprogram) bør dette bokføres på en egen 655x-konto.
67Fremmed tjeneste,6720,Honorarer for økonomisk og juridisk bistand,"6720 - Honorarer for økonomisk og juridisk bistandPå denne kontoen bokføres kostnader til økonomisk og juridisk bistand, som eks. konsulenttjenester og advokatkostnader."
67Fremmed tjeneste,6725,"Honorar for juridisk bistand, fradragsberettiget","6725 - Honorar for juridisk bistand, fradragsberettiget"
67Fremmed tjeneste,6726,"Honorar for juridisk bistand, ikke fradragsberettiget","6726 - Honorar for juridisk bistand, ikke fradragsberettiget"
67Fremmed tjeneste,6790,Annen fremmed tjeneste,6790 - Annen fremmed tjeneste
"68Kontorkostnad, trykksak o.l.",6800,Kontorrekvisita (Res),"6800 - Kontorrekvisita (Res)Dette er en mye brukt konto der du kan føre alt forbruksmateriell som har med kontoret å gjøre. Materialer og råvarer til produksjon eller salg skal ikke føres på denne kontoen.Eksempler: skrivesaker som penn, papir, tusjer og post it-lapper. Permer, konvolutter såpe, binders, tralle, inventar, batteri, blekk og papir til skriver eller printer."
"68Kontorkostnad, trykksak o.l.",6810,Datakostnad,"6810 - DatakostnadKjøp av hardware så lenge det er under kr 30.000, f.eks. tastatur, diverse kabler, mus og PC. Programvarekostnader på blant annet Tripletex og andre dataprogrammer bør bokføres på en egen konto - eksempelvis6420.PS: Nedre grense for å kostnadsføreanleggsmidlerøkte fra kr 15.000 til kr 30.000 fra 01.01.2024.Eksempler:Kassesystem, skjerm, tastatur, mus, hodetelefoner, PC, server, prosjektor, minnekort, data, dataskjerm, mobiltelefon."
"68Kontorkostnad, trykksak o.l.",6820,Trykksaker,"6820 - TrykksakerHer føres kjøp arbeid av trykksaker som kataloger, flyers, plakater, brosjyrer og så videre."
"68Kontorkostnad, trykksak o.l.",6840,Aviser tidsskrifter,"6840 - Aviser tidsskrifterOm dere kjøper inn blader eller aviser for å ha i et venteområde eller for de ansatte i bedriften til å benytte seg av, kan dette føres mot denne kontoen."
"68Kontorkostnad, trykksak o.l.",6860,Møter kurs,"6860 - Møter kursHer føres utgifter til møter og kurs. Dette kan også inkludere påfyll av kunnskap som fagseminarer og konferanser. Kostnader som bevertning og leie av lokaler kan også føres her.En annen utgift for ENK som også kan føres på denne kontoen er fornyelse av førekort (må være samme klasse). Dette gjelder kun dersom det er nødvendig for driften.EksemplerKursavgift, kursmateriale, bevertning, servering, kaffe, møtemat, leie av møterom (i forbindelse med fagseminarer, konferanser, salgskurs og datakurs)."
"68Kontorkostnad, trykksak o.l.",6890,Annen kontorkostnad,6890 - Annen kontorkostnadHer føres andre kontorkostnader som ikke passer inn under noen av de andre 68xx-kontoene.
69Telefon og porto o.l.,6900,Telefon,"6900 - TelefonHer føres kostnader til telefon og elektronisk kommunikasjon. De aller fleste fører alle telefon-, mobil-, og internettkostnader her, men det finnes ulike kontoer om man ønsker å splitte opp denne kostnaden.Kontoene er satt inaktive, men om ønskelig kan man aktivere konto 6901 - Telefon fritt, 6903 - Mobiltelefon, 6907 - Datakommunikasjon, 6909 - Annen telekommunikasjon. Vi anbefaler også å lage en ny og egen konto for kjøp av mobiltelefon på eksempelvis konto 6910. På den måten kan du enkelt se ut i fra regnskapet hvor mye penger dere bruker på innkjøp av nye mobiler.Har du ansatte som har fri telefon betaler du regningen som normalt, men husk på å innrapportere elektronisk kommunikasjon via lønnsmodulen per ansatt. Dette er et fastsatt beløp av skattemyndighetene og beløpet kan variere fra år til år.Eksempler: Mobiltelefon, bredbånd, fiber, internett, telefonregning, bredbånd, Telenor, Telia, One Call, Ice"
69Telefon og porto o.l.,6940,Porto,"6940 - PortoHer føres porto ved utsending av brev eller pakker fra bedriften. Dette gjelder for eksempel frimerker, frankering, og posttjenester.Fraktkostnader som gjelder frakt av varer til kunder kan føres på aktuell fraktkonto. Porto som gjelder direktereklame kan føres mot konto7320.Eksempler:Porto, frimerker, pakker, Norgespakke, frankering, posttjenester, Posten, Helthjem, Bring."
70Kostnad transportmidler,7000,Drivstoff transportmidler,"7000 - Drivstoff transportmidlerHer føres drivstoff som brukes til egne transportmidler, i næring. Bensin og diesel som brukes til produksjon føres påkonto 6250.Er det drivstoff til biler med hvite skilter/personbil er det ikke MVA-fradrag. Er det bil med grønne skilter/varebil er det høy MVA-fradrag.EksemplerBensin, diesel, strøm til lading av elbil, fra eksempelvis Circle K, Esso, Uno-X, St1. Drivstoff til leiebil/bilutleie."
70Kostnad transportmidler,7020,Vedlikehold transportmidler,"7020 - Vedlikehold transportmidlerHer føres vedlikehold av bedriftens egne transportmidler. Gjelder også leiebil/bilutleie.Eksempler: Service eller EU-kontroll (PKK) på bil, skifte av ting som lyspærer, dekk og olje. Vask, batteri, verkstedregninger for reparasjoner, påfyll av spylervæske."
70Kostnad transportmidler,7040,Forsikring og avgifter transportmidler,"7040 - Forsikring og avgifter transportmidlerHer føres forsikring og avgifter av egne transportmidler. Årsavgiften skal føres på denne kontoen.Eksempler:Forsikring av bil (bilforsikring), firmabil, kjøretøy. IF forsikring, Trygg forsikring, Frende, Fremtind, Storebrand, Gjensidige, DNB forsikring, Codan forsikring, KLP Bedriftsforsikring,"
70Kostnad transportmidler,7080,"Bilkostnader, bruk av privat bil i næring","7080 - Bilkostnader, bruk av privat bil i næringDenne kontoen benyttes for ENK.Her føres kostnader en ansatt kan få fradrag for i forbindelse med bruk av privatbil i næring.Det gis kun fradrag inntil 6000 km etter en kilometersats fastsatt av Skattedirektoratet årlig i takseringsreglene.Det er viktig at kjørelengden blir dokumentert, for eksempel ved bruk av kjørebok.Dersom grensen på 6000km blir oversteget kan bilen bli ansett som en yrkesbil, og dette skal føres i balansen i regnskapet."
70Kostnad transportmidler,7090,Annen kostnad transportmidler,7090 - Annen kostnad transportmidlerAnnen kostnad transportmidler. Gjelder også leiebil/bilutleie.EksemplerTrafikkforsikringsavgift (årsavgift) for bil.
70Privat kostnad elektronisk kommunikasjon,7098,Privat bruk av elektronisk kommunikasjon,"7098 - Privat bruk av elektronisk kommunikasjonKontoen kan bli tatt i bruk av enkeltpersonforetak når man tilbakefører privat bruk av elektronisk kommunikasjon.EksemplerTelefon, mobiltelefon, internett, bredbånd, fiber."
70Privat kostnad næringsbil,7099,Privat bruk av næringsbil,7099 - Privat bruk av næringsbilKontoen kan bli tatt i bruk av enkeltpersonforetak når man tilbakefører privat bruk av næringsbil
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7100,Bilgodtgjørelse oppgavepliktig,"7100 - Bilgodtgjørelse oppgavepliktigDenne kontoen brukes til kilometergodtgjørelse inntil statens satser. Oppgavepliktig betyr at denne godtgjørelsen skal innrapporteres som en del av lønnen til den ansatte.Se statens satser og regler ogles mer om kjøregodtgjørelse.Eksempler:Reise, godtgjørelse, bilgodtgjørelse, kilometergodtgjørelse. kjøregodtgjørelse, elektronisk kjørebok, vedlikehold bil."
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7130,Reisekostnader oppgavepliktig,"7130 - Reisekostnader oppgavepliktigHer føres reisekostnader for ansatte som er oppgavepliktig. Det vil si at det skal innrapporteres som en del av lønnen til den ansatte via a-meldingen. Et eksempel kan være om den ansatte er så heldig og få en privat tur dekket av arbeidsgiver.Eksempler:reise, vy, ruter, buss, tog, månedskort, pendlerutgifter, kollektiv."
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7140,Reisekostnader ikke oppgavepliktig,"7140 - Reisekostnader ikke oppgavepliktigJobbrelaterte reisekostnader som ikke skal innrapporteres via a-meldingen føres på denne kontoen. Dette kan være kostnader etter regning som refunderes de ansatte eller er betalt direkte av bedriften.Dersom bedriften er mva-pliktig er det vanlig å benytte lav sats på for eksempel hotellovernatting. Er det utgift for frokost på samme kvittering føres dette på samme bilag, men uten mva-kode da man ikke får fradrag for dette.Kostnader i forbindelse med reise til fast arbeidsplass føres vanligvis ikke her, men anses som privat utgift.Konto7160benyttes for kjøp av mat og/eller drikke.Konto7100benyttes for bilgodtgjørelse og er oppgavepliktig.Eksempler:bompenger, parkering, parkeringsavgift, billetter for transport som buss, fly, ferje."
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7141,Ukjent (avhengig av bedriftens bruk),"7141 - Ukjent (avhengig av bedriftens bruk)Avhenger av bedriftens kontoplan, brukes ofte til spesifikke tjenester eller andre driftskostnader."
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7142,Ukjent (avhengig av bedriftens bruk),"7142 - Ukjent (avhengig av bedriftens bruk)Avhenger av bedriftens kontoplan, brukes ofte til spesifikke tjenester eller andre driftskostnader."
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7150,Diettkostnader oppgavepliktig,"7150 - Diettkostnader oppgavepliktigPå denne kontoen føres diettkostnader som er oppgavepliktige/skattepliktige. Dette må innberettes via lønn og a-melding.Dette kan være utgifter for mat og drikke på en jobb reise.Kontoen benyttes dersom bedriften velger og betale ut et fast beløp til de ansatte per dag på reisen, i stedet for å betale det faktiske beløpet.Staten fastsetter egne satser for hva som er skattefritt (dette gjelder ikke for ENK).Eksempler:Diett, diett på reise, mat, drikke."
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7160,Diettkostnader ikke oppgavepliktig,"7160 - Diettkostnader ikke oppgavepliktigPå denne kontoen føres diettkostnader som ikke er oppgavepliktige/skattepliktige.Dette kan være utgifter for kaffe, mat og drikke på en arbeidsreise.Utgifter for mat/drikke betalt direkte av bedriften, eller refunderte utlegg til de ansatte føres her.Konto7150benyttes dersom bedriften velger å betale ut et fast beløp til de ansatte per dag på reisen, i stedet for å betale det faktiske beløpet.Selv om selskapet er momsregistrert gis det ikke fradrag for moms ved slike kostnader.Eksempler:Diett, diett på reise, mat, drikke."
"71Kostnad og godtgjørelse for reise, diett, bil, o.l.",7190,Annen kostnadsgodtgjørelse,"7190 - Annen kostnadsgodtgjørelseAnnen kostnadsgodtgjørelse.Eksempler:Godtgjørelse, kostnadsgodtgjørelser."
72Provisjonskostnad,7200,Provisjonskostnader oppgavepliktig,7200 - Provisjonskostnader oppgavepliktigHer føres provisjonskostnad som er oppgavepliktig.
72Provisjonskostnad,7210,Provisjonskostnader ikke oppgavepliktig,7210 - Provisjonskostnader ikke oppgavepliktigHer føres provisjonskostnad som ikke er oppgavepliktig.
"73Salgs-, reklame- og representasjonskostnader",7300,Salgskostnader,"7300 - SalgskostnaderDirekte kostnader i forbindelse med salg kan føres her. Mange benytter også denne kontoen til reklamekostnader som føres på konto7320. Med andre ord så kan du føre begge deler her slik at du bare har en konto og forholde deg til ifbm. slike kostnader.Eksempler:Avis, flagg, vimpel, logo, dekor, bilreklame, designInstagram, Snapchat, YouTube, BingSalg, salgskostnader, reisekostnader, salgsmøte, markedsføringsbidrag"
"73Salgs-, reklame- og representasjonskostnader",7320,Reklamekostnad,"7320 - ReklamekostnadHer føres reklamekostnader som reklame og print annonser i aviser eller annen media. Eller digitale annonser på sosiale medier eller kanaler som Google, Facebook, Google Ads, Facebook ads etcEksempler:Avis, flagg, vimpel, logo, dekor, bilreklame, designInstagram, Snapchat, YouTube, BingSalg, salgskostnader, reisekostnader, salgsmøte, markedsføringsbidrag"
"73Salgs-, reklame- og representasjonskostnader",7350,Representasjon fradragsberettighet,"7350 - Representasjon fradragsberettighetHer føres representasjonskostnader som er fradragsberettiget. Representasjon omfatter kostnader i forbindelse med strategiske og viktige samarbeidspartnere, som for eksempel gaver eller middag med kunder/bedrifter/personer som ikke er knyttet til bedriften.Her er det satser for hva som er fradragsberettiget. Satsene endres hvert år. Merk at dersom det er brennevin på kvitteringen, vil ingen av kostnadene være fradragsberettigede.Kostnader til tiltak som bare henvender seg til personer knyttet til bedriften som eier, ansatt, styremedlem, aksjonær, er ikke representasjon.EksemplerMat på restaurant med en potensiell partner eller kunde, kaffe og lunsj på kafé med en leverandør."
"73Salgs-, reklame- og representasjonskostnader",7360,Representasjon ikke fradragsberettighet,"7360 - Representasjon ikke fradragsberettighetHer føres representasjonskostnader som ikke er fradragsberettiget. Her det føres hele kostnaden hvis det er over satser for hva som er fradragsberettiget.Representasjon omfatter kostnader i forbindelse med strategiske og viktige samarbeidspartnere, som for eksempel middag med kunder, leverandører, partnere eller styret, messer og demonstrasjoner av produkter eller tjenester.EksemplerRestaurantbesøk eller byturer med servering av brennevin, mat og drikke eller dyre gaver som overskrider satsene for fradrag."
"73Salgs-, reklame- og representasjonskostnader",7390,Annen salgskostnad,7390 - Annen salgskostnadSalgskostnader som ikke passer på noen av de andre kontoene i 73xx-serien.
74Kontingent og gave,7400,Kontigenter fradragsberettiget,"7400 - Kontigenter fradragsberettigetKontingenter som er fradragsberettiget føres her. Noen kontingenter kan du få fradrag for, eks. arbeidstakerorganisasjoner, arbeidsgiverorganisasjoner eller næringsorganisasjoner.Der det ikke gir rett til skattefradrag brukes vanligvis konto7410."
74Kontingent og gave,7410,Kontigenter ikke fradrag,"7410 - Kontigenter ikke fradragKontingenter som ikke gir rett til skattefradrag kan føres på denne kontoen.Eksempler:interesseorganisasjoner, politiske parti"
74Kontingent og gave,7420,Gaver fradragsberettiget,"7420 - Gaver fradragsberettigetGaver som er fradragsberettiget føres her. Dette gjelder gaver eller oppmerksomheter som er gitt til for eksempel kunder eller andre samarbeidspartnere. Det kan være blomster, sjokolade etc. Slike oppmerksomheter anses normalt ikke som representasjon og er fradragsberettigede.Staten fastsetter hvert år en beløpsgrense man får fradragsrett for dersom beløpet ikke overstiger dette. Beløpsgrensen gjelder ikke for utgifter til krans og lignende ved dødsfall.EksemplerBlomster, konfekt, takkekort, donasjon til veldedig organisasjon."
74Kontingent og gave,7430,Gaver ikke fradrag,"7430 - Gaver ikke fradragGaver som ikke er fradragsberettiget føres her. Dette gjelder gaver eller oppmerksomheter som overskridersatseneeller av andre årsaker ikke er fradragsberettiget, og er gitt til for eksempel kunder eller samarbeidspartnere.EksemplerDonasjon til frivillige organisasjoner som ikke oppfyllerkravene, vin, blomster, større pengegaver til kunder."
"75Forsikringspremie, garanti- og servicekostnad",7500,Forsikringspremier,"7500 - ForsikringspremierHer føres forsikringer på bedriftens eiendeler, unntatt bilforsikringer. De kan føres på konto7040, og unntatt personalforsikringer som kan føres i kontogruppe 53xx eller 59xx.Eksempler:Erstatning, IF forsikring, Trygg forsikring, Frende, Fremtind, Storebrand, Gjensidige, DNB forsikring, Codan forsikring, KLP Bedriftsforsikring"
"75Forsikringspremie, garanti- og servicekostnad",7550,Garantikostnader,"7550 - GarantikostnaderHer kan du føre kostnader ifbm. garantier som er gitt på de leverte varene, som utbedring av feil, mangler etc. Eksempel: Reklamering på vare/tjeneste hvor du har ansvar for å reparere"
"75Forsikringspremie, garanti- og servicekostnad",7560,Servicekostnader,7560 - ServicekostnaderHer føres servicekostnader relatert til solgte varer.
76Lisens- og patentkostnad,7600,Lisensavgifter og royalties,"7600 - Lisensavgifter og royaltiesHer føres kostnader til lisenser og royalties. Dette gjelder i forbindelse til egen produksjon og salg, og gjelder for eksempel musikkrettigheter og honorar til franchise."
76Lisens- og patentkostnad,7610,Patentkostnader ved egne patenter,7610 - Patentkostnader ved egne patenterKostnader til egne patenter. Større kostnader bør balanseføres.
76Lisens- og patentkostnad,7620,Kostnader ved varemerker etc.,7620 - Kostnader ved varemerker etc.Kostnader til egne patenter. Større kostnader bør balanseføres.
76Lisens- og patentkostnad,7630,"Kontroll-, prøve- og stempelavgifter","7630 - Kontroll-, prøve- og stempelavgifterKostnader til kontroll og prøving av produktkvalitet. Dette gjelder for eksempel prøvetaking, labtester, og avgifter til offentlige kontrollorganer."
77Annen kostnad,7700,Styre- og bedriftsforsamlinger,7700 - Styre- og bedriftsforsamlingerKostnader til styremøter og bedriftsforsamlingsmøter. Det kan være kostnader knyttet til servering av mat/drikke og leiekostnader om man for eksempel benytter et hotell til møtet.
